team_id,player_id
1610612743,1
1610612757,2
1610612744,3
1610612756,4
1610612737,5
1610612749,6
1610612755,7
1610612749,8
1610612746,9
1610612762,10
1610612746,11
1610612738,12
1610612751,13
1610612742,14
1610612756,15
1610612764,16
1610612741,17
1610612756,18
1610612752,19
1610612749,20
1610612751,21
1610612748,22
1610612755,23
1610612756,24
1610612737,25
1610612754,26
1610612737,27
1610612764,28
1610612751,29
1610612749,30
1610612741,31
1610612743,32
1610612748,33
1610612763,34
1610612766,35
1610612762,36
1610612750,37
1610612744,38
1610612757,39
1610612757,40
1610612763,41
1610612740,42
1610612745,43
1610612754,44
1610612759,45
1610612738,46
1610612758,47
1610612740,48
1610612744,49
1610612746,50
1610612758,51
1610612747,52
1610612762,53
1610612737,54
1610612759,55
1610612762,56
1610612762,57
1610612761,58
1610612755,59
1610612752,60
1610612758,61
1610612757,62
1610612754,63
1610612761,64
1610612762,65
1610612761,66
1610612751,67
1610612755,68
1610612766,69
1610612746,70
1610612766,71
1610612754,72
1610612750,73
1610612759,74
1610612762,75
1610612741,76
1610612740,77
1610612739,78
1610612739,79
1610612746,80
1610612737,81
1610612747,82
1610612763,83
1610612763,84
1610612757,85
1610612749,86
1610612758,87
1610612743,88
1610612758,89
1610612742,90
1610612752,91
1610612748,92
1610612745,93
1610612765,94
1610612758,95
1610612741,96
1610612738,97
1610612756,98
1610612750,99
1610612755,100
1610612754,101
1610612747,102
1610612766,103
1610612761,104
1610612742,105
1610612746,106
1610612757,107
1610612755,108
1610612739,109
1610612754,110
1610612749,111
1610612742,112
1610612765,113
1610612765,114
1610612751,115
1610612747,116
1610612738,117
1610612748,118
1610612737,119
1610612743,120
1610612747,121
1610612766,122
1610612747,123
1610612756,124
1610612738,125
1610612750,126
1610612749,127
1610612742,128
1610612761,129
1610612752,130
1610612765,131
1610612751,132
1610612742,133
1610612741,134
1610612741,135
1610612752,136
1610612762,137
1610612747,138
1610612737,139
1610612763,140
1610612766,141
1610612738,142
1610612759,143
1610612763,144
1610612764,145
1610612756,146
1610612754,147
1610612743,148
1610612760,149
1610612759,150
1610612748,151
1610612764,152
1610612740,153
1610612745,154
1610612744,155
1610612764,156
1610612755,157
1610612744,158
1610612763,159
1610612743,160
1610612760,161
1610612753,162
1610612746,163
1610612750,164
1610612765,165
1610612764,166
1610612761,167
1610612765,168
1610612751,169
1610612760,170
1610612747,171
1610612755,172
1610612759,173
1610612764,174
1610612748,175
1610612751,176
1610612757,177
1610612750,178
1610612743,179
1610612741,180
1610612761,181
1610612763,182
1610612741,183
1610612763,184
1610612752,185
1610612753,186
1610612747,187
1610612744,188
1610612748,189
1610612740,190
1610612745,191
1610612743,192
1610612743,193
1610612750,194
1610612752,195
1610612749,196
1610612742,197
1610612752,198
1610612747,199
1610612763,200
1610612739,201
1610612760,202
1610612746,203
1610612740,204
1610612746,205
1610612738,206
1610612750,207
1610612751,208
1610612764,209
1610612740,210
1610612746,211
1610612742,212
1610612739,213
1610612760,214
1610612759,215
1610612758,216
1610612739,217
1610612738,218
1610612753,219
1610612744,220
1610612741,221
1610612755,222
1610612757,223
1610612745,224
1610612766,225
1610612745,226
1610612762,227
1610612749,228
1610612748,229
1610612759,230
1610612760,231
1610612756,232
1610612760,233
1610612740,234
1610612744,235
1610612746,236
1610612746,237
1610612753,238
1610612756,239
1610612739,240
1610612757,241
1610612766,242
1610612753,243
1610612752,244
1610612753,245
1610612760,246
1610612754,247
1610612755,248
1610612744,249
1610612742,250
1610612760,251
1610612745,252
1610612752,253
1610612740,254
1610612743,255
1610612754,256
1610612761,257
1610612759,258
1610612750,259
1610612761,260
1610612764,261
1610612765,262
1610612737,263
1610612749,264
1610612759,265
1610612750,266
1610612737,267
1610612740,268
1610612766,269
1610612739,270
1610612760,271
1610612754,272
1610612747,273
1610612738,274
1610612758,275
1610612765,276
1610612753,277
1610612764,278
1610612741,279
1610612751,280
1610612759,281
1610612766,282
1610612760,283
1610612748,284
1610612754,285
1610612766,286
1610612743,287
1610612743,288
1610612742,289
1610612761,290
1610612747,291
1610612737,292
1610612753,293
1610612764,294
1610612744,295
1610612761,296
1610612760,297
1610612755,298
0,299
1610612739,300
1610612740,301
1610612745,302
1610612761,303
1610612737,304
1610612745,305
1610612751,306
1610612765,307
1610612737,308
1610612756,309
1610612754,310
1610612753,311
1610612750,312
1610612752,313
1610612763,314
1610612766,315
1610612760,316
1610612756,317
1610612745,318
1610612739,319
1610612758,320
1610612747,321
1610612763,322
1610612758,323
1610612753,324
1610612744,325
1610612750,326
1610612745,327
1610612766,328
1610612765,329
1610612758,330
1610612753,331
1610612740,332
1610612755,333
1610612738,334
1610612742,335
1610612765,336
1610612748,337
1610612750,338
1610612753,339
1610612758,340
1610612744,341
1610612753,342
1610612738,343
1610612748,344
1610612739,345
1610612739,346
1610612761,347
1610612765,348
1610612748,349
1610612757,350
1610612751,351
1610612765,352
1610612749,353
1610612749,354
1610612746,355
1610612741,356
1610612745,357
1610612745,358
1610612754,359
1610612738,360
1610612761,361
1610612748,362
1610612745,363
1610612741,364
1610612739,365
1610612742,366
1610612756,367
1610612749,368
1610612759,369
1610612748,370
1610612756,371
1610612750,372
1610612741,373
1610612737,374
1610612752,375
1610612742,376
1610612751,377
1610612755,378
1610612756,379
1610612762,380
1610612737,381
1610612743,382
1610612757,383
1610612744,384
1610612738,385
1610612764,386
1610612764,387
1610612755,388
1610612750,389
1610612743,390
1610612765,391
1610612762,392
0,393
1610612741,394
0,395
1610612763,396
1610612755,397
1610612745,398
1610612739,399
1610612765,400
1610612764,401
1610612739,402
1610612764,403
1610612740,404
1610612749,405
1610612743,406
1610612742,407
1610612760,408
1610612737,409
1610612745,410
1610612761,411
1610612746,412
1610612754,413
1610612751,414
1610612748,415
0,416
1610612738,417
1610612751,418
1610612751,419
1610612753,420
1610612759,421
1610612740,422
1610612752,423
1610612738,424
1610612759,425
1610612759,426
1610612762,427
1610612761,428
1610612738,429
1610612765,430
1610612759,431
1610612762,432
